LSTM Concat, 64, 64, 0, 0.0001, 53.79464340209961, 0.577003121748179
LSTM Concat, 64, 64, 0, 0.0005, 58.25893020629883, 0.6084157127991675
LSTM Concat, 64, 64, 0, 0.001, 54.91071701049805, 0.5911485431841832
LSTM Concat, 64, 64, 0, 0.005, 51.33928680419922, 0.5582970213319458
LSTM Concat, 64, 64, 0.4, 0.0001, 56.250003814697266, 0.5697840790842872
LSTM Concat, 64, 64, 0.4, 0.0005, 55.80357360839844, 0.5776453563995838
LSTM Concat, 64, 64, 0.4, 0.001, 57.36607360839844, 0.5924167533818938
LSTM Concat, 64, 64, 0.4, 0.005, 51.33928680419922, 0.5720928720083247
LSTM Concat, 64, 64, 0.6, 0.0001, 56.02678680419922, 0.5890348595213319
LSTM Concat, 64, 64, 0.6, 0.0005, 56.69643020629883, 0.5985545655567117
LSTM Concat, 64, 64, 0.6, 0.001, 57.142860412597656, 0.5978635535900104
LSTM Concat, 64, 64, 0.6, 0.005, 51.562503814697266, 0.5299817898022893
LSTM Concat, 64, 128, 0, 0.0001, 55.357147216796875, 0.5843847554630592
LSTM Concat, 64, 128, 0, 0.0005, 58.482147216796875, 0.6395356399583768
LSTM Concat, 64, 128, 0, 0.001, 61.607147216796875, 0.6505511836628511
LSTM Concat, 64, 128, 0, 0.005, 51.33928680419922, 0.5509966831425599
LSTM Concat, 64, 128, 0.4, 0.0001, 56.919647216796875, 0.5903518470343393
LSTM Concat, 64, 128, 0.4, 0.0005, 59.15178680419922, 0.5948231009365245
LSTM Concat, 64, 128, 0.4, 0.001, 57.58928680419922, 0.6053102237252862
LSTM Concat, 64, 128, 0.4, 0.005, 51.33928680419922, 0.574417924037461
LSTM Concat, 64, 128, 0.6, 0.0001, 53.79464340209961, 0.5656705254942768
LSTM Concat, 64, 128, 0.6, 0.0005, 60.267860412597656, 0.6240244536940687
LSTM Concat, 64, 128, 0.6, 0.001, 58.92857360839844, 0.5896039281997919
LSTM Concat, 64, 128, 0.6, 0.005, 52.455360412597656, 0.5349895941727367
LSTM Concat, 64, 256, 0, 0.0001, 51.562503814697266, 0.5947418054110302
LSTM Concat, 64, 256, 0, 0.0005, 59.59821701049805, 0.6243658949011446
LSTM Concat, 64, 256, 0, 0.001, 57.58928680419922, 0.6278209547346514
LSTM Concat, 64, 256, 0, 0.005, 60.267860412597656, 0.6141714360041624
LSTM Concat, 64, 256, 0.4, 0.0001, 55.13393020629883, 0.5725969042663892
LSTM Concat, 64, 256, 0.4, 0.0005, 55.357147216796875, 0.6183337669094693
LSTM Concat, 64, 256, 0.4, 0.001, 56.47321701049805, 0.6030664672216441
LSTM Concat, 64, 256, 0.4, 0.005, 54.46428680419922, 0.5608903485952133
LSTM Concat, 64, 256, 0.6, 0.0001, 55.13393020629883, 0.5825962539021852
LSTM Concat, 64, 256, 0.6, 0.0005, 57.812503814697266, 0.605993106139438
LSTM Concat, 64, 256, 0.6, 0.001, 56.47321701049805, 0.6127243756503642
LSTM Concat, 64, 256, 0.6, 0.005, 51.33928680419922, 0.5448751300728407
LSTM Concat, 64, 512, 0, 0.0001, 55.580360412597656, 0.6058955515088449
LSTM Concat, 64, 512, 0, 0.0005, 60.044647216796875, 0.6277965660770031
LSTM Concat, 64, 512, 0, 0.001, 61.38393020629883, 0.6542338709677421
LSTM Concat, 64, 512, 0, 0.005, 51.33928680419922, 0.5356968652445369
LSTM Concat, 64, 512, 0.4, 0.0001, 53.34821701049805, 0.5931402835587929
LSTM Concat, 64, 512, 0.4, 0.0005, 59.15178680419922, 0.6331620707596254
LSTM Concat, 64, 512, 0.4, 0.001, 54.91071701049805, 0.6099603277835588
LSTM Concat, 64, 512, 0.4, 0.005, 51.33928680419922, 0.5476066597294486
LSTM Concat, 64, 512, 0.6, 0.0001, 55.357147216796875, 0.5788241415192508
LSTM Concat, 64, 512, 0.6, 0.0005, 60.71428680419922, 0.6222847294484912
LSTM Concat, 64, 512, 0.6, 0.001, 58.03571701049805, 0.6141063995837669
LSTM Concat, 64, 512, 0.6, 0.005, 51.33928680419922, 0.5438020291363164
LSTM Concat, 128, 64, 0, 0.0001, 55.580360412597656, 0.5964002341311134
LSTM Concat, 128, 64, 0, 0.0005, 58.03571701049805, 0.6529981789802289
LSTM Concat, 128, 64, 0, 0.001, 56.250003814697266, 0.6133828694068678
LSTM Concat, 128, 64, 0, 0.005, 54.46428680419922, 0.5471839229968782
LSTM Concat, 128, 64, 0.4, 0.0001, 56.47321701049805, 0.5976521852237252
LSTM Concat, 128, 64, 0.4, 0.0005, 55.13393020629883, 0.6094644250780438
LSTM Concat, 128, 64, 0.4, 0.001, 55.357147216796875, 0.5802712018730489
LSTM Concat, 128, 64, 0.4, 0.005, 51.33928680419922, 0.563963319458897
LSTM Concat, 128, 64, 0.6, 0.0001, 56.02678680419922, 0.6092124089490114
LSTM Concat, 128, 64, 0.6, 0.0005, 58.705360412597656, 0.6178947710718001
LSTM Concat, 128, 64, 0.6, 0.001, 57.812503814697266, 0.6066109521331946
LSTM Concat, 128, 64, 0.6, 0.005, 51.33928680419922, 0.5785152185223725
LSTM Concat, 128, 128, 0, 0.0001, 55.357147216796875, 0.5828238813735691
LSTM Concat, 128, 128, 0, 0.0005, 60.937503814697266, 0.6553069719042665
LSTM Concat, 128, 128, 0, 0.001, 61.16071701049805, 0.64275494276795
LSTM Concat, 128, 128, 0, 0.005, 54.687503814697266, 0.5385747268470343
LSTM Concat, 128, 128, 0.4, 0.0001, 56.02678680419922, 0.6252601456815816
LSTM Concat, 128, 128, 0.4, 0.0005, 58.03571701049805, 0.628479448491155
LSTM Concat, 128, 128, 0.4, 0.001, 56.02678680419922, 0.6069686524453695
LSTM Concat, 128, 128, 0.4, 0.005, 51.33928680419922, 0.5791737122788762
LSTM Concat, 128, 128, 0.6, 0.0001, 55.357147216796875, 0.5971806711758585
LSTM Concat, 128, 128, 0.6, 0.0005, 55.357147216796875, 0.5959449791883454
LSTM Concat, 128, 128, 0.6, 0.001, 59.82143020629883, 0.6009202653485952
LSTM Concat, 128, 128, 0.6, 0.005, 51.33928680419922, 0.5289574661810614
LSTM Concat, 128, 256, 0, 0.0001, 59.15178680419922, 0.5952133194588969
LSTM Concat, 128, 256, 0, 0.0005, 59.59821701049805, 0.6367228147762747
LSTM Concat, 128, 256, 0, 0.001, 61.38393020629883, 0.6642657388137357
LSTM Concat, 128, 256, 0, 0.005, 51.33928680419922, 0.5497203433922997
LSTM Concat, 128, 256, 0.4, 0.0001, 56.250003814697266, 0.5917663891779397
LSTM Concat, 128, 256, 0.4, 0.0005, 57.58928680419922, 0.6149356139438086
LSTM Concat, 128, 256, 0.4, 0.001, 58.03571701049805, 0.6063995837669095
LSTM Concat, 128, 256, 0.4, 0.005, 51.33928680419922, 0.5651827523413111
LSTM Concat, 128, 256, 0.6, 0.0001, 56.02678680419922, 0.6101229188345473
LSTM Concat, 128, 256, 0.6, 0.0005, 59.15178680419922, 0.6172931841831426
LSTM Concat, 128, 256, 0.6, 0.001, 57.58928680419922, 0.5950019510926119
LSTM Concat, 128, 256, 0.6, 0.005, 51.33928680419922, 0.5753934703433924
LSTM Concat, 128, 512, 0, 0.0001, 55.580360412597656, 0.5815068938605619
LSTM Concat, 128, 512, 0, 0.0005, 58.25893020629883, 0.6388527575442249
LSTM Concat, 128, 512, 0, 0.001, 60.937503814697266, 0.646535184703434
LSTM Concat, 128, 512, 0, 0.005, 51.33928680419922, 0.5563296696149844
LSTM Concat, 128, 512, 0.4, 0.0001, 57.142860412597656, 0.6059443288241415
LSTM Concat, 128, 512, 0.4, 0.0005, 57.58928680419922, 0.6114724245577523
LSTM Concat, 128, 512, 0.4, 0.001, 56.919647216796875, 0.6119927159209158
LSTM Concat, 128, 512, 0.4, 0.005, 51.33928680419922, 0.5380381763787722
LSTM Concat, 128, 512, 0.6, 0.0001, 54.687503814697266, 0.5796045785639958
LSTM Concat, 128, 512, 0.6, 0.0005, 57.142860412597656, 0.6105619146722163
LSTM Concat, 128, 512, 0.6, 0.001, 59.15178680419922, 0.6181061394380853
LSTM Concat, 128, 512, 0.6, 0.005, 51.33928680419922, 0.5951645421436004
LSTM Concat, 256, 64, 0, 0.0001, 58.25893020629883, 0.6020421436004163
LSTM Concat, 256, 64, 0, 0.0005, 59.15178680419922, 0.6336823621227887
LSTM Concat, 256, 64, 0, 0.001, 59.15178680419922, 0.6322515608740895
LSTM Concat, 256, 64, 0, 0.005, 51.33928680419922, 0.5423712278876172
LSTM Concat, 256, 64, 0.4, 0.0001, 57.812503814697266, 0.596562825182102
LSTM Concat, 256, 64, 0.4, 0.0005, 56.919647216796875, 0.6201385275754423
LSTM Concat, 256, 64, 0.4, 0.001, 57.142860412597656, 0.5966928980228928
LSTM Concat, 256, 64, 0.4, 0.005, 51.33928680419922, 0.5813036550468262
LSTM Concat, 256, 64, 0.6, 0.0001, 56.919647216796875, 0.5992943548387097
LSTM Concat, 256, 64, 0.6, 0.0005, 56.47321701049805, 0.5920753121748179
LSTM Concat, 256, 64, 0.6, 0.001, 60.044647216796875, 0.6215530697190427
LSTM Concat, 256, 64, 0.6, 0.005, 51.33928680419922, 0.5542810223725286
LSTM Concat, 256, 128, 0, 0.0001, 56.02678680419922, 0.6004650104058272
LSTM Concat, 256, 128, 0, 0.0005, 59.375003814697266, 0.6491447710718002
LSTM Concat, 256, 128, 0, 0.001, 61.16071701049805, 0.6588026795005202
LSTM Concat, 256, 128, 0, 0.005, 51.33928680419922, 0.5513299947970863
LSTM Concat, 256, 128, 0.4, 0.0001, 53.34821701049805, 0.6163664151925079
LSTM Concat, 256, 128, 0.4, 0.0005, 59.82143020629883, 0.6360724505723204
LSTM Concat, 256, 128, 0.4, 0.001, 56.47321701049805, 0.638706425598335
LSTM Concat, 256, 128, 0.4, 0.005, 51.33928680419922, 0.5281770291363164
LSTM Concat, 256, 128, 0.6, 0.0001, 53.34821701049805, 0.5916037981269511
LSTM Concat, 256, 128, 0.6, 0.0005, 55.357147216796875, 0.6020096253902185
LSTM Concat, 256, 128, 0.6, 0.001, 55.80357360839844, 0.5867098074921956
LSTM Concat, 256, 128, 0.6, 0.005, 51.33928680419922, 0.5557199531737773
LSTM Concat, 256, 256, 0, 0.0001, 57.142860412597656, 0.6089522632674298
LSTM Concat, 256, 256, 0, 0.0005, 61.38393020629883, 0.6519413371488033
LSTM Concat, 256, 256, 0, 0.001, 59.59821701049805, 0.6290322580645161
LSTM Concat, 256, 256, 0, 0.005, 51.33928680419922, 0.5457124739854318
LSTM Concat, 256, 256, 0.4, 0.0001, 55.580360412597656, 0.6128138007284081
LSTM Concat, 256, 256, 0.4, 0.0005, 59.375003814697266, 0.6428606269510926
LSTM Concat, 256, 256, 0.4, 0.001, 59.15178680419922, 0.5950669875130072
LSTM Concat, 256, 256, 0.4, 0.005, 51.33928680419922, 0.5475091050988553
LSTM Concat, 256, 256, 0.6, 0.0001, 57.142860412597656, 0.6012129292403746
LSTM Concat, 256, 256, 0.6, 0.0005, 57.58928680419922, 0.6144478407908429
LSTM Concat, 256, 256, 0.6, 0.001, 59.15178680419922, 0.6332596253902185
LSTM Concat, 256, 256, 0.6, 0.005, 51.33928680419922, 0.547427809573361
LSTM Concat, 256, 512, 0, 0.0001, 56.919647216796875, 0.6113098335067638
LSTM Concat, 256, 512, 0, 0.0005, 58.705360412597656, 0.6155697190426639
LSTM Concat, 256, 512, 0, 0.001, 58.92857360839844, 0.6246179110301768
LSTM Concat, 256, 512, 0, 0.005, 51.33928680419922, 0.5435337539021852
LSTM Concat, 256, 512, 0.4, 0.0001, 56.02678680419922, 0.6118463839750261
LSTM Concat, 256, 512, 0.4, 0.0005, 61.607147216796875, 0.6307882414151926
LSTM Concat, 256, 512, 0.4, 0.001, 58.92857360839844, 0.6288534079084287
LSTM Concat, 256, 512, 0.4, 0.005, 51.33928680419922, 0.5496553069719043
LSTM Concat, 256, 512, 0.6, 0.0001, 54.91071701049805, 0.6082206035379812
LSTM Concat, 256, 512, 0.6, 0.0005, 58.03571701049805, 0.6206344302809573
LSTM Concat, 256, 512, 0.6, 0.001, 59.15178680419922, 0.6007576742976066
LSTM Concat, 256, 512, 0.6, 0.005, 51.33928680419922, 0.5432248309053069
LSTM Concat, 512, 64, 0, 0.0001, 56.02678680419922, 0.6042127341311134
LSTM Concat, 512, 64, 0, 0.0005, 58.705360412597656, 0.6297801768990635
LSTM Concat, 512, 64, 0, 0.001, 57.58928680419922, 0.6315849375650364
LSTM Concat, 512, 64, 0, 0.005, 51.33928680419922, 0.5718083376690948
LSTM Concat, 512, 64, 0.4, 0.0001, 57.36607360839844, 0.6087246357960459
LSTM Concat, 512, 64, 0.4, 0.0005, 60.937503814697266, 0.6388039802289283
LSTM Concat, 512, 64, 0.4, 0.001, 58.92857360839844, 0.6093912591050988
LSTM Concat, 512, 64, 0.4, 0.005, 51.33928680419922, 0.5154949271592092
LSTM Concat, 512, 64, 0.6, 0.0001, 59.375003814697266, 0.6194556451612903
LSTM Concat, 512, 64, 0.6, 0.0005, 58.03571701049805, 0.631292273673257
LSTM Concat, 512, 64, 0.6, 0.001, 57.36607360839844, 0.6017007023933403
LSTM Concat, 512, 64, 0.6, 0.005, 51.33928680419922, 0.5505495577523414
LSTM Concat, 512, 128, 0, 0.0001, 55.357147216796875, 0.5788729188345474
LSTM Concat, 512, 128, 0, 0.0005, 59.59821701049805, 0.6263982830385015
LSTM Concat, 512, 128, 0, 0.001, 56.02678680419922, 0.5931484131113424
LSTM Concat, 512, 128, 0, 0.005, 51.33928680419922, 0.5512812174817898
LSTM Concat, 512, 128, 0.4, 0.0001, 58.25893020629883, 0.603863163371488
LSTM Concat, 512, 128, 0.4, 0.0005, 58.92857360839844, 0.6389665712799167
LSTM Concat, 512, 128, 0.4, 0.001, 56.919647216796875, 0.5991642819979188
LSTM Concat, 512, 128, 0.4, 0.005, 51.33928680419922, 0.5590205515088449
LSTM Concat, 512, 128, 0.6, 0.0001, 56.69643020629883, 0.629389958376691
LSTM Concat, 512, 128, 0.6, 0.0005, 58.92857360839844, 0.6065621748178981
LSTM Concat, 512, 128, 0.6, 0.001, 55.580360412597656, 0.586888657648283
LSTM Concat, 512, 128, 0.6, 0.005, 51.33928680419922, 0.5478180280957335
LSTM Concat, 512, 256, 0, 0.0001, 56.250003814697266, 0.6102204734651405
LSTM Concat, 512, 256, 0, 0.0005, 61.830360412597656, 0.6618106139438085
LSTM Concat, 512, 256, 0, 0.001, 61.38393020629883, 0.6440556711758585
LSTM Concat, 512, 256, 0, 0.005, 51.33928680419922, 0.5464847814776275
LSTM Concat, 512, 256, 0.4, 0.0001, 57.142860412597656, 0.6139275494276795
LSTM Concat, 512, 256, 0.4, 0.0005, 55.80357360839844, 0.6281705254942768
LSTM Concat, 512, 256, 0.4, 0.001, 55.580360412597656, 0.6098952913631634
LSTM Concat, 512, 256, 0.4, 0.005, 51.33928680419922, 0.5532160509885536
LSTM Concat, 512, 256, 0.6, 0.0001, 59.15178680419922, 0.6046273413111343
LSTM Concat, 512, 256, 0.6, 0.0005, 58.03571701049805, 0.6182931191467221
LSTM Concat, 512, 256, 0.6, 0.001, 57.812503814697266, 0.5756698751300728
LSTM Concat, 512, 256, 0.6, 0.005, 51.33928680419922, 0.5579311914672216
LSTM Concat, 512, 512, 0, 0.0001, 55.80357360839844, 0.5953759105098855
LSTM Concat, 512, 512, 0, 0.0005, 56.02678680419922, 0.6210002601456815
LSTM Concat, 512, 512, 0, 0.001, 58.482147216796875, 0.6155290712799167
LSTM Concat, 512, 512, 0, 0.005, 51.33928680419922, 0.5521510796045785
LSTM Concat, 512, 512, 0.4, 0.0001, 57.142860412597656, 0.6278616024973985
LSTM Concat, 512, 512, 0.4, 0.0005, 60.044647216796875, 0.6524616285119667
LSTM Concat, 512, 512, 0.4, 0.001, 58.705360412597656, 0.6017819979188346
LSTM Concat, 512, 512, 0.4, 0.005, 51.33928680419922, 0.5801086108220603
LSTM Concat, 512, 512, 0.6, 0.0001, 53.125003814697266, 0.6315849375650364
LSTM Concat, 512, 512, 0.6, 0.0005, 58.03571701049805, 0.6143502861602497
LSTM Concat, 512, 512, 0.6, 0.001, 58.705360412597656, 0.6212278876170656
LSTM Concat, 512, 512, 0.6, 0.005, 51.33928680419922, 0.5376154396462018
LSTM Concat, 1024, 64, 0, 0.0001, 58.25893020629883, 0.6304874479708636
LSTM Concat, 1024, 64, 0, 0.0005, 60.49107360839844, 0.6477464880332986
LSTM Concat, 1024, 64, 0, 0.001, 58.03571701049805, 0.6272112382934443
LSTM Concat, 1024, 64, 0, 0.005, 51.33928680419922, 0.5479643600416233
LSTM Concat, 1024, 64, 0.4, 0.0001, 59.375003814697266, 0.6211628511966701
LSTM Concat, 1024, 64, 0.4, 0.0005, 60.044647216796875, 0.6325442247658689
LSTM Concat, 1024, 64, 0.4, 0.001, 55.357147216796875, 0.5780599635796045
LSTM Concat, 1024, 64, 0.4, 0.005, 51.33928680419922, 0.5241935483870968
LSTM Concat, 1024, 64, 0.6, 0.0001, 56.02678680419922, 0.6018307752341311
LSTM Concat, 1024, 64, 0.6, 0.0005, 59.375003814697266, 0.6373244016649323
LSTM Concat, 1024, 64, 0.6, 0.001, 54.687503814697266, 0.5385828563995838
LSTM Concat, 1024, 64, 0.6, 0.005, 51.33928680419922, 0.5475172346514048
LSTM Concat, 1024, 128, 0, 0.0001, 58.03571701049805, 0.6250812955254943
LSTM Concat, 1024, 128, 0, 0.0005, 58.92857360839844, 0.6421208376690947
LSTM Concat, 1024, 128, 0, 0.001, 60.49107360839844, 0.6188052809573361
LSTM Concat, 1024, 128, 0, 0.005, 51.33928680419922, 0.5214538891779397
LSTM Concat, 1024, 128, 0.4, 0.0001, 55.13393020629883, 0.6297476586888657
LSTM Concat, 1024, 128, 0.4, 0.0005, 61.38393020629883, 0.638722684703434
LSTM Concat, 1024, 128, 0.4, 0.001, 54.91071701049805, 0.5823361082206036
LSTM Concat, 1024, 128, 0.4, 0.005, 51.33928680419922, 0.5326726716961498
LSTM Concat, 1024, 128, 0.6, 0.0001, 55.357147216796875, 0.6240813605619147
LSTM Concat, 1024, 128, 0.6, 0.0005, 58.25893020629883, 0.6290159989594172
LSTM Concat, 1024, 128, 0.6, 0.001, 56.69643020629883, 0.6017982570239333
LSTM Concat, 1024, 128, 0.6, 0.005, 51.33928680419922, 0.5402575442247659
LSTM Concat, 1024, 256, 0, 0.0001, 58.705360412597656, 0.6143096383975026
LSTM Concat, 1024, 256, 0, 0.0005, 61.16071701049805, 0.6617130593132154
LSTM Concat, 1024, 256, 0, 0.001, 61.38393020629883, 0.6375682882414151
LSTM Concat, 1024, 256, 0, 0.005, 51.33928680419922, 0.5
LSTM Concat, 1024, 256, 0.4, 0.0001, 56.47321701049805, 0.6009121357960457
LSTM Concat, 1024, 256, 0.4, 0.0005, 58.705360412597656, 0.6308045005202914
LSTM Concat, 1024, 256, 0.4, 0.001, 60.044647216796875, 0.6259592872008326
LSTM Concat, 1024, 256, 0.4, 0.005, 51.33928680419922, 0.5548175728407908
LSTM Concat, 1024, 256, 0.6, 0.0001, 58.25893020629883, 0.6253414412070759
LSTM Concat, 1024, 256, 0.6, 0.0005, 58.482147216796875, 0.625
LSTM Concat, 1024, 256, 0.6, 0.001, 56.69643020629883, 0.6008389698231009
LSTM Concat, 1024, 256, 0.6, 0.005, 51.33928680419922, 0.5
LSTM Concat, 1024, 512, 0, 0.0001, 60.49107360839844, 0.6316011966701354
LSTM Concat, 1024, 512, 0, 0.0005, 60.267860412597656, 0.6598107440166493
LSTM Concat, 1024, 512, 0, 0.001, 58.25893020629883, 0.6235285509885536
LSTM Concat, 1024, 512, 0, 0.005, 51.33928680419922, 0.5485984651404787
LSTM Concat, 1024, 512, 0.4, 0.0001, 58.03571701049805, 0.5951482830385015
LSTM Concat, 1024, 512, 0.4, 0.0005, 58.25893020629883, 0.6343489854318418
LSTM Concat, 1024, 512, 0.4, 0.001, 59.375003814697266, 0.6278616024973984
LSTM Concat, 1024, 512, 0.4, 0.005, 51.33928680419922, 0.5040241285119667
LSTM Concat, 1024, 512, 0.6, 0.0001, 58.25893020629883, 0.637584547346514
LSTM Concat, 1024, 512, 0.6, 0.0005, 58.25893020629883, 0.6279754162330904
LSTM Concat, 1024, 512, 0.6, 0.001, 55.357147216796875, 0.5869699531737773
LSTM Concat, 1024, 512, 0.6, 0.005, 51.33928680419922, 0.5207466181061394
